id,group,baseline_arpeggio,arpeggio,chord,hysteresis,consistency,reflexive_depth,blind_review_depth,isolation_drift,slope_arpeggio
1,1,0.9660734680843795,0.953462445304975,0.27761981993326806,0.5407084661495836,0.8820653156968025,0.11367367256619165,3.6733307592074738,0.6819455321302249,-0.00018194241174323251
2,1,0.9770065986478684,0.9562774389845832,0.24023313724303477,0.6263225574800145,0.8534913843218974,0.1394048653533837,1.2802868662829097,0.6858648429844469,-0.00018194241174323251
4,1,0.9710997684634672,0.9671777263408973,0.0011791781580392487,0.7546603378113844,0.9135222793840245,0.2868196258874493,3.11530687377307,0.42178873544571543,-0.00018194241174323251
5,1,0.9658710892464175,0.9741052940551387,-0.18624668609702777,0.7579481158817619,0.9268135993624077,0.47601887722748554,1.8042222271297523,0.8777502119254567,-0.00018194241174323251
9,1,0.9704778909924986,0.9616395400592166,-0.06844904801190432,0.7123491687650468,0.8522652406628435,0.24192081138354146,1.5942276766035997,0.9881533602667566,-0.00018194241174323251
11,1,0.9700908938262971,0.9758322324417981,0.3855412184465957,0.8677943521022804,0.8968381583975971,0.5047758165001772,1.6658918925945518,0.8144316744684921,-0.00018194241174323251
16,1,0.9715354612665994,0.9763818159227339,0.406878093355341,0.7946798732907004,0.9254681640053307,0.43490213330447197,3.2679087552958235,0.9757217070400811,-0.00018194241174323251
19,1,0.967033730137183,0.954546472559468,0.15349979628185945,0.5865715280252566,0.8207095159912442,0.14647285693185028,0.0,0.5088456681149359,-0.00018194241174323251
20,1,0.9620589804383246,0.9585460298995689,-0.13356771554402302,0.6445683128158533,0.8725471060255487,0.2431398612187566,2.761958372194627,0.8089848460362629,-0.00018194241174323251
21,1,0.958223510296623,0.9551015853249979,-0.12173612278050386,0.665151795681419,0.7892787661591243,0.2011854341720125,0.8479525025653809,0.7756523050560497,-0.00018194241174323251
23,1,0.9660548921667528,0.9528775322921446,0.3538257273736737,0.7155860508381855,0.8507684672289406,0.07349951273960681,2.0433641670943827,0.4492313387867847,-0.00018194241174323251
24,1,0.9639179331486892,0.9847295145906881,0.5832440920185358,0.8743173195914709,0.9660581454056346,0.6895065998213814,4.200142501371525,1.054797321134706,-0.00018194241174323251
25,1,0.9663986317867821,0.975317872838476,0.19787780637420582,0.8669318054784061,0.9476632059788639,0.4654093950587491,2.701185629257112,0.7510679000247993,-0.00018194241174323251
26,1,0.9658744437044016,0.9677506865783952,0.1990244861137039,0.6892684175386674,0.9164322340716111,0.3242730522426778,2.681422710468366,0.7060432633230691,-0.00018194241174323251
27,1,0.9627283015508561,0.9803845381227926,0.06685401247426728,0.8596951634079977,0.9445559387768938,0.5540515799498361,1.216584310174303,0.8737166312734432,-0.00018194241174323251
30,1,0.9611625000376233,0.9670063926614362,0.1314899754903009,0.7140500352489877,0.9025980118938445,0.3904877430237258,2.0077320764167235,0.6505777217620642,-0.00018194241174323251
32,1,0.9673359075085055,0.970307985247936,0.3774213721630985,0.819118169169249,0.8860658426006356,0.4191909148686795,1.1793423499737452,0.818633057415783,-0.00018194241174323251
36,1,0.9687888716890626,0.97762503013154,0.4835010192870706,0.7602345272809705,0.8922151617312426,0.5394269747805225,2.36329363143586,0.9480227203366849,-0.00018194241174323251
37,1,0.9689645688415671,0.9602174573067448,0.40226467394599064,0.7040838665218332,0.9094382180202093,0.26516183578379743,1.8960623460089674,0.7617990417934728,-0.00018194241174323251
