id,group,baseline_arpeggio,arpeggio,chord,hysteresis,consistency,reflexive_depth,blind_review_depth,isolation_drift,slope_arpeggio
1,1,0.9629680370946508,0.9932789544666909,0.7574922910609702,1.0,0.9871156744728253,0.8582247253448371,3.1877843001148642,0.6262259403773406,0.000368941517120173
2,1,0.9759536468956217,0.9816875305964026,0.6786241536573555,0.9738856292594664,0.95228791774517,0.6419346627663739,3.7137122165316385,0.2331747582270123,0.000368941517120173
3,1,0.9634155411153393,0.9618640213666971,0.7706502878198663,0.8534864911467307,0.9014925916115595,0.3649328697521472,3.564965596887952,0.2681838037473157,0.000368941517120173
4,1,0.9633339280612231,0.9695782993060367,0.658057776933723,0.8987711049413472,0.8841018642106941,0.5038495680677033,3.0856905019319765,0.39233515820042314,0.000368941517120173
5,1,0.9561823764986044,0.9710082101559323,0.6849334718615194,0.9086366657845538,0.9280764539328638,0.5099551489015126,3.2082447840018387,0.3250577389859562,0.000368941517120173
6,1,0.9608729374957949,0.9701398585498308,0.6556220176048355,0.9101218968438685,0.9286700306295422,0.4526304751753901,2.771160736363891,0.3499265266443922,0.000368941517120173
8,1,0.9633066783660735,0.9572670005100232,0.6258784949147457,0.8103496416898812,0.9022612174701313,0.30029724053620227,3.080592546463615,0.2843528270367194,0.000368941517120173
10,1,0.9607680838444528,0.9629031349668548,0.6017257899046446,0.8531289654931592,0.8962314975409107,0.3446004314273507,3.783605295098045,0.2213902574423955,0.000368941517120173
11,1,0.9748239060755798,0.9798732643449657,0.723016556282777,0.9628612294268752,0.9402146918055772,0.606908886640491,2.778411390889773,0.2834879039812255,0.000368941517120173
12,1,0.9683347228857352,0.9830208428556073,0.6503795496702405,0.986313006582181,0.9526616627247391,0.6526576740292042,3.7107802344015823,0.33144491000532905,0.000368941517120173
16,1,0.9675163420606238,0.9830204858028055,0.6915998093357799,0.9732469534425736,0.9698164971806783,0.6238974492544921,3.876167162059648,0.3519645614858246,0.000368941517120173
17,1,0.969243461563036,0.9833209410440177,0.7699502977703517,1.0,0.9348118476680698,0.7252944576903492,2.596016548490847,0.4440645749684239,0.000368941517120173
18,1,0.9607528621782262,0.9756260029444902,0.6813344872438838,0.9510250600946839,0.9356356323473471,0.5667744452324973,3.6487886727750283,0.26360188032203147,0.000368941517120173
19,1,0.9593107361064492,0.9713706879291307,0.7721019120877327,0.904223584332169,0.9182676694767372,0.49005388986098597,3.1995075784129354,0.25552946293595447,0.000368941517120173
21,1,0.9681781871577314,0.990094054845062,0.8720245473923468,1.0,0.9474953782578607,0.7910100009412638,1.9645832955020042,0.5008905019653483,0.000368941517120173
22,1,0.9688584060310831,0.9751894886071717,0.706150016837273,0.9249180664601052,0.9410810559743714,0.5669239706991575,3.003569183384523,0.40444004164659714,0.000368941517120173
24,1,0.9600357763442869,0.9876638671316093,0.7157889812279581,1.0,0.9569952809074308,0.8184370048199564,2.151783872790991,0.5069036773197765,0.000368941517120173
27,1,0.970014236923081,0.978466901945386,0.7111122318282365,0.9468974644435653,0.9440074408597955,0.5934252040570627,3.295712652821465,0.1676289739023691,0.000368941517120173
30,1,0.955081069957369,0.9716196381279772,0.7257673787541672,0.9172866073101116,0.914056128999453,0.544633039279802,2.6248063301307334,0.23508325948989442,0.000368941517120173
32,1,0.9624082453624752,0.9758737526289359,0.7305604622957763,0.9518943009721746,0.9264155547935897,0.6025702634971017,3.326290252681565,0.34651460087031855,0.000368941517120173
33,1,0.965100040553582,0.9781294396442415,0.7289661262584324,0.9544619707746435,0.9396309716083514,0.5812678815413733,3.9574677718346423,0.2880378008763378,0.000368941517120173
36,1,0.9659907601212131,0.9701908644619054,0.4923529798963799,0.9016889980220869,0.9069155283112887,0.5120825281110404,0.6805362412938796,0.3779866455889888,0.000368941517120173
